Date,year,Sample ID,Species (common),Species (scientific),sp_code,sp_number,Location (general),Age,Sex Field,Weight,Bag,Bag Weight,Actual Weight,Beak,Tarsus,Tail,Wing,Head,Hg.raw,Hg,logHg,carbon,nitrogen,logN
21-Jul-23,2023,TH23_060,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,455,black,21,434,26.01,34.69,48,168,73.65,483.75,466.88635,2.684620978,-19.11,13.56,1.13225969
21-Jul-23,2023,TH23_061,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,420,black,21,399,28.48,37.86,44,159,76.29,449.55,434.47159,2.652778002,-19.58,12.8,1.10720997
21-Jul-23,2023,TH23_062,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,390,black,21,369,29.71,35.33,54,168,77.8,367,356.2307,2.564666064,-19.09,12.42,1.094121596
21-Jul-23,2023,TH23_063,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,400,black,21,379,27.98,29.31,41,154,77.15,540.125,520.318575,2.732494279,-19.22,13.18,1.11991541
21-Jul-23,2023,TH23_064,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,410,black,21,389,24.23,32.64,46,169,78.81,548.45,528.20901,2.739137041,NA,NA,NA
21-Jul-23,2023,TH23_065,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,400,black,21,379,25.31,34.25,49,162,69.32,500.5,482.762,2.699404082,-20.01,13.41,1.127428778
21-Jul-23,2023,TH23_066,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,370,black,21,349,29.19,35.23,48,164,74.93,630.9,606.35512,2.799960527,-19.7,14.15,1.15075644
21-Jul-23,2023,TH23_067,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,420,black,21,399,27.71,32.65,47,167,76.61,510.6,492.33478,2.70808081,-19.33,13.71,1.137037455
4-Jul-10,2010,TH2010_007,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,400,black,21,379,35.81,40.84,none,310,NA,298.416,298.416,2.474822105,NA,NA,NA
4-Jul-10,2010,TH2010_008,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,430,black,21,409,34.7,42.12,none,305,NA,323.368,323.368,2.509697041,NA,NA,NA
4-Jul-10,2010,TH2010_009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,31.29,37.8,none,298,NA,260.1294,260.1294,2.415189439,-20.03,14.98,1.175511813
4-Jul-10,2010,TH2010_010,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,360,black,21,339,33.09,36.91,none,295,NA,361.0263667,361.0263667,2.557538921,-20.14,14.81,1.170555059
4-Jul-10,2010,TH2010_011,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,32.58,39.33,none,297,NA,201.92,201.92,2.305179338,NA,NA,NA
4-Jul-10,2010,TH2010_012,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,32.07,40.62,none,295,NA,228.3941,228.3941,2.358684881,-19.77,14.8,1.170261715
4-Jul-10,2010,TH2010_013,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,32.08,38.68,none,294,NA,292.549,292.549,2.466198618,-20.07,15.44,1.188647296
4-Jul-10,2010,TH2010_014,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,33.56,41.34,none,289,NA,216.2328,216.2328,2.334921572,-19.9,15.57,1.192288613
4-Jul-10,2010,TH2010_015,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,33.64,41.12,none,295,NA,265.3507,265.3507,2.423820238,-20.01,14.35,1.156851901
4-Jul-10,2010,TH2010_016,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,33.18,37.57,none,297,NA,329.1001,329.1001,2.517328014,NA,NA,NA
4-Jul-10,2010,TH2010_017,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,420,black,21,399,35.03,40.87,none,310,NA,281.7155,281.7155,2.449810743,NA,NA,NA
4-Jul-10,2010,TH2010_018,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,31.02,39.99,none,307,NA,206.5884,206.5884,2.315105932,-20.47,14.1,1.149219113
4-Jul-10,2010,TH2010_019,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,400,black,21,379,34.14,40.52,none,302,NA,312.9986,312.9986,2.495542395,NA,NA,NA
4-Jul-10,2010,TH2010_020,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,360,black,21,339,29.71,37.63,none,293,NA,210.2986,210.2986,2.322836382,-19.9,14.45,1.159867847
4-Jul-10,2010,TH2010_021,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,360,black,21,339,32.36,36.95,none,304,NA,224.3582,224.3582,2.350941947,NA,NA,NA
4-Jul-10,2010,TH2010_022,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,430,black,21,409,33.73,39.67,none,320,NA,336.7569,336.7569,2.527316503,-20.02,13.97,1.145196406
4-Jul-10,2010,TH2010_023,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,30.19,38.66,none,311,NA,317.00395,317.00395,2.501064674,NA,NA,NA
4-Jul-10,2010,TH2010_024,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,33.69,39.39,none,308,NA,278.272,278.272,2.444469509,NA,NA,NA
4-Jul-10,2010,TH2010_025,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,31.88,41.1,none,310,NA,226.6291,226.6291,2.355315674,-20.46,15.14,1.180125875
4-Jul-10,2010,TH2010_026,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,35.39,40.34,none,307,NA,330.9475,330.9475,2.519759105,-20.05,14.51,1.161667412
4-Jul-10,2010,TH2010_027,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,32.49,39.47,none,303,NA,215.123,215.123,2.332686846,NA,NA,NA
4-Jul-10,2010,TH2010_028,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,30.98,40.57,none,296,NA,195.0856,195.0856,2.290225214,NA,NA,NA
4-Jul-10,2010,TH2010_029,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,350,black,21,329,31.96,40.08,none,295,NA,216.3029,216.3029,2.335062342,NA,NA,NA
4-Jul-10,2010,TH2010_030,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,31.76,36.6,none,305,NA,194.1951,194.1951,2.288238267,NA,NA,NA
9-Jul-11,2011,TH2011_008,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,420,black,20,400,31.42,39.65,none,321,NA,423.63735,423.63735,2.626994243,-19.49,14.42,1.15896526
9-Jul-11,2011,TH2011_009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,405,black,20,385,35.17,39.66,none,310,NA,294.7114,294.7114,2.469396936,-19.35,14.53,1.162265614
9-Jul-11,2011,TH2011_012,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,360,black,20,340,32.7,37.7,none,300,NA,342.9441,342.9441,2.535223336,-19.71,14.46,1.160168293
9-Jul-11,2011,TH2011_015,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,360,black,20,340,30.65,39.91,none,301,NA,286.52,286.52,2.457154942,-19.86,14.09,1.148910993
9-Jul-11,2011,TH2011_016,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,430,black,20,410,35.96,41.82,none,321,NA,309.9671,309.9671,2.4913156,-19.66,14,1.146128036
9-Jul-11,2011,TH2011_019,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,470,black,20,450,36.79,41.49,none,314,NA,406.9851,406.9851,2.60957851,-19.42,14.32,1.155943018
9-Jul-11,2011,TH2011_020,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,440,black,20,420,34.37,40.92,none,440,NA,276.093,276.093,2.441055396,-19.33,15.02,1.176669933
9-Jul-11,2011,TH2011_021,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,420,black,20,400,35.07,40.79,none,316,NA,317.6063,317.6063,2.501889108,-19.72,14.38,1.157758886
9-Jul-11,2011,TH2011_024,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,380,black,20,360,31.83,37.92,none,300,NA,259.933,259.933,2.414861419,-19.82,14.19,1.151982395
9-Jul-11,2011,TH2011_026,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,445,black,20,425,36.43,40.7,none,320,NA,398.57,398.57,2.600504607,NA,NA,NA
16-Jul-11,2011,TH2011_033,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black,20,380,32.86,37.24,none,311,NA,300.2061,300.2061,2.477419513,-20.39,13.77,1.13893394
16-Jul-11,2011,TH2011_035,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black,20,380,32.71,39.32,none,303,NA,193.1127,193.1127,2.285810836,-20.29,13.4,1.127104798
27-Jul-11,2011,TH2011_150,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,365,black,20,345,32.14,39.87,NA,296,NA,208.0407,208.0407,2.318148306,-21.1,13.22,1.121231455
27-Jul-11,2011,TH2011_151,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,370,black,20,350,30.35,38.81,NA,306,NA,188.845,188.845,2.276105491,-20.29,14.41,1.158663981
27-Jul-11,2011,TH2011_152,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,420,black,20,400,34.18,41.19,NA,316,NA,280.3648,280.3648,2.447723487,NA,NA,NA
27-Jul-11,2011,TH2011_153,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,430,black,20,410,34.34,41.42,NA,305,NA,287.5663,287.5663,2.45873799,-20.51,13.77,1.13893394
27-Jul-11,2011,TH2011_154,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,330,black,20,310,33.19,39.19,NA,291,NA,236.7973,236.7973,2.374376746,-20.34,14.79,1.169968174
27-Jul-11,2011,TH2011_155,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,450,black,20,430,35.27,40.85,NA,326,NA,299.31525,299.31525,2.476128845,-20.39,14.73,1.168202747
27-Jul-11,2011,TH2011_156,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,460,black,20,440,33.96,39.58,NA,307,NA,302.0007,302.0007,2.48000795,-20.35,14.26,1.154119526
27-Jul-11,2011,TH2011_157,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,350,black,20,330,31.52,39.43,NA,301,NA,219.714,219.714,2.341857731,-20.53,14.03,1.147057671
27-Jul-11,2011,TH2011_158,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,370,black,20,350,33.64,39.52,NA,304,NA,206.961,206.961,2.315888514,-20.76,13.76,1.138618434
27-Jul-11,2011,TH2011_159,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,450,black,20,430,33.91,40.73,NA,311,NA,307.1528,307.1528,2.487354479,-20.65,13.55,1.131939295
27-Jul-11,2011,TH2011_160,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,410,black,20,390,33.65,41.15,NA,306,NA,136.50135,136.50135,2.135136947,-20.62,13.35,1.125481266
27-Jul-11,2011,TH2011_161,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,450,black,20,430,33.43,42,NA,315,NA,219.0781,219.0781,2.340598966,-20.05,14,1.146128036
27-Jul-11,2011,TH2011_162,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,350,black,20,330,33.42,40.61,NA,301,NA,300.153,300.153,2.477342688,-20.9,13.27,1.122870923
27-Jul-11,2011,TH2011_163,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,370,black,20,350,30.92,35.49,NA,293,NA,165.3198,165.3198,2.218324871,-20.82,13.3,1.123851641
6-Aug-11,2011,TH2011_216,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,360,black,20,340,32.4,37.07,NA,302,NA,252.6058,252.6058,2.402443318,-20.3,14.82,1.170848204
6-Aug-11,2011,TH2011_218,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,410,black,20,390,35.46,42.24,NA,306,NA,191.5492,191.5492,2.282280343,-20.41,14.83,1.171141151
6-Aug-11,2011,TH2011_220,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,410,black,20,390,31.88,40.03,NA,316,NA,172.4028,172.4028,2.236544315,-22.1,12.71,1.104145551
6-Aug-11,2011,TH2011_222,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,330,black,20,310,31.72,39.86,NA,303,NA,244.3004,244.3004,2.387924178,-21.41,13.82,1.140508043
6-Aug-11,2011,TH2011_224,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black,20,380,34.76,39.1,NA,315,NA,280.6276,280.6276,2.448130382,-20.84,13.68,1.136086097
6-Aug-11,2011,TH2011_226,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black,20,380,33.44,39.91,NA,316,NA,166.3389,166.3389,2.220993825,-21.21,13.23,1.121559844
6-Aug-11,2011,TH2011_228,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,440,black,20,420,36.75,40.78,NA,315,NA,435.0366,435.0366,2.638525796,-20.2,14.41,1.158663981
6-Aug-11,2011,TH2011_229,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black,20,380,35.52,40.46,NA,312,NA,238.9676,238.9676,2.378339022,-20.34,14.04,1.147367108
6-Aug-11,2011,TH2011_231,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,410,black,20,390,36.54,40.89,NA,309,NA,253.7303,253.7303,2.404372333,-21.45,13.08,1.116607744
16-Jul-12,2012,TH12_A015,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island- beach,adult,unknown,370,black,14,356,31.59,38.23,--,293,NA,195.936,195.936,2.292114238,-20.68,13.52,1.130976692
16-Jul-12,2012,TH12_A016,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - ledge,adult,unknown,410,black,14,396,33.26,41.09,--,304,NA,193.35,193.35,2.286344176,-20.36,13.89,1.142702246
16-Jul-12,2012,TH12_A020,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - ledge,adult,unknown,370,black,14,356,34.29,37.93,--,306,NA,195.26,195.26,2.290613285,NA,NA,NA
16-Jul-12,2012,TH12_A021,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - rock pile,adult,unknown,410,black,14,396,32.03,37.86,--,312,NA,135,135,2.130333768,-20.63,13.08,1.116607744
16-Jul-12,2012,TH12_A022,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - ledge,adult,unknown,400,black,14,386,34.29,41.98,--,316,NA,250,250,2.397940009,NA,NA,NA
16-Jul-12,2012,TH12_A023,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - ledge,adult,unknown,370,black,14,356,30.22,36.77,--,298,NA,139.812,139.812,2.145544448,-20.54,13.12,1.117933835
16-Jul-12,2012,TH12_A024,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - beach,adult,unknown,380,black,14,366,30.71,38.78,--,303,NA,152,152,2.181843588,-20.73,13.5,1.130333768
17-Jul-12,2012,TH12_A026,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - beach,adult,unknown,365,black,14,351,31.83*,36.59,--,290,NA,139.89,139.89,2.14578667,-20.73,13.44,1.128399269
17-Jul-12,2012,TH12_A027,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - beach,adult,unknown,400,black,14,386,31.24,38.95,--,295,NA,167.473,167.473,2.2239448,NA,NA,NA
17-Jul-12,2012,TH12_A028,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - rock pile,adult,unknown,430,black,14,416,35.01,40.34,--,310,NA,359.415,359.415,2.555596198,-20.66,14.4,1.158362492
17-Jul-12,2012,TH12_A029,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - rock pile,adult,unknown,355,black,14,341,30.63,39.23,--,290,NA,302.841,302.841,2.481214672,-20.58,13.33,1.124830149
17-Jul-12,2012,TH12_A030,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - beach,adult,unknown,400,black,14,386,33.73,39.01,--,316,NA,273.465,273.465,2.43690175,-20.28,13.36,1.125806458
19-Jul-12,2012,TH12_A032,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - beach,adult,unknown,335,black,14,321,31.86,37.33,--,305,NA,236,236,2.372912003,-20.78,13.72,1.137354111
17-Jul-12,2012,TH12_A033,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - rock pile,adult,unknown,390,black,14,376,35.41,40.22,--,312,NA,268.538,268.538,2.42900575,NA,NA,NA
5-Aug-12,2012,TH12_A052,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - beach,adult,unknown,465,black,14,451,35.25,39.7,--,320,NA,146.425,146.425,2.165615233,-22.22,12.13,1.083860801
13-Jul-12,2012,TH12_B001,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island- beach,adult,unknown,430,black,14,416,34.07,40.67,--,310,NA,211.295,211.295,2.32488922,-20.49,13.66,1.135450699
13-Jul-12,2012,TH12_B002,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island- beach,adult,female?,390,black,14,376,33.09,41.51,--,294,NA,269.016,269.016,2.429778111,NA,NA,NA
13-Jul-12,2012,TH12_B005,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island - ledge,adult,unknown,410,black,14,396,343.61,39.92,--,306,NA,283.108,283.108,2.451952142,NA,NA,NA
19-Jul-13,2013,TH13-004,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,440,black bag,21,394,33.77,38.98,136,310,NA,325.9449,325.9449,2.5131441899999998,NA,NA,NA
19-Jul-13,2013,TH13-005,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,375,black bag,21,329,32.05,38.09,134,309,NA,188.5169,188.5169,2.27535029,-20.62,14.07,1.148294097
19-Jul-13,2013,TH13-006,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,419,black bag,21,373,34.46,38.01,146,312,NA,471.6322,471.6322,2.673603448,NA,NA,NA
19-Jul-13,2013,TH13-007,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,370,black bag,21,324,33.67,38.49,141,307,NA,228.7539,228.7539,2.359368507,-20.62,14.17,1.15136985
19-Jul-13,2013,TH13-008,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,439,black bag,21,393,36.33,40.08,127,322,NA,327.1341,327.1341,2.514725817,NA,NA,NA
19-Jul-13,2013,TH13-009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,395,black bag,21,349,32.3,39.14,124,295,NA,258.8137,258.8137,2.412987261,NA,NA,NA
19-Jul-13,2013,TH13-010,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,375,black bag,21,329,32.97,40.61,127,298,NA,280.8333,280.8333,2.448448603,-20.46,14.45,1.159867847
19-Jul-13,2013,TH13-011,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (ledge),adult,unknown,395,black bag,21,349,34.07,39.88,139,305,NA,343.7909,343.7909,2.536294377,NA,NA,NA
20-Jul-13,2013,TH13-019,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (ledge),adult,unknown,415,black bag,21,369,33.58,40.22,120,312,NA,258.1233,258.1233,2.411827209,NA,NA,NA
20-Jul-13,2013,TH13-020,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,420,black bag,21,374,34.85,40.7,111,312,NA,235.9703,235.9703,2.372857345,-20.65,14.76,1.169086357
20-Jul-13,2013,TH13-023,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,380,black bag,21,334,34.13,36.5,135,303,NA,318.5421,318.5421,2.503166839,-20.91,14.56,1.163161375
20-Jul-13,2013,TH13-025,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,430,black bag,21,384,34.57,40.64,126,309,NA,367.0408,367.0408,2.564714343,NA,NA,NA
20-Jul-13,2013,TH13-026,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,450,black bag,21,404,35.92,39.75,120,335,NA,289.7639,289.7639,2.462044278,NA,NA,NA
20-Jul-13,2013,TH13-027,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,355,black bag,21,309,32.4,36.52,112,303,NA,189.59415,189.59415,2.277824933,-21.07,13.82,1.140508043
20-Jul-13,2013,TH13-028,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,350,black bag,21,304,32.32,37.1,125,305,NA,229.1477,229.1477,2.360115503,NA,NA,NA
20-Jul-13,2013,TH13-029,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's (beach),adult,unknown,405,black bag,21,359,34.21,40.28,139,314,NA,245.5506,245.5506,2.390141,NA,NA,NA
8-Jul-14,2014,TH14_048,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black bag,48,352,32,36,121,303,NA,269.3943,269.3943,2.430388402,-21.15,14.43,1.159266331
8-Jul-14,2014,TH14_049,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,420,black bag,48,372,31.92,39.15,119,279,NA,219.3873,219.3873,2.341211483,-20.78,13.85,1.141449773
8-Jul-14,2014,TH14_052,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,435,black,48,387,34.37,40.22,114,295,NA,285.6769,285.6769,2.455875124,-20.93,14.41,1.158663981
8-Jul-14,2014,TH14_053,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,48,342,31.56,37.63,119,302,NA,275.642,275.642,2.440345392,-21.06,14.82,1.170848204
11-Jul-14,2014,TH14_058,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,490,black,48,442,33.94,41.19,119,305,NA,477.4995,477.4995,2.678972921,-20.91,15.01,1.176380692
11-Jul-14,2014,TH14_059,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,400,black,48,352,33.17,40.19,120,300,NA,318.2967,318.2967,2.502832136,-20.95,14.41,1.158663981
11-Jul-14,2014,TH14_061,Black-legged Kittiwake,NA,BLKI,3,Saunders Island,adult,unknown,430,black,48,382,36.79,40.82,122,314,NA,364.052,364.052,2.561163421,-20.96,14.56,1.163161375
11-Jul-14,2014,TH14_063,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,425,black,48,377,32.55,38.67,120,299,NA,294.1013,294.1013,2.468496944,-20.74,14.42,1.15896526
11-Jul-14,2014,TH14_064,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,375,black,48,327,34.28,39.48,120,306,NA,276.1192,276.1192,2.441096606,-20.76,15,1.1760912590000001
11-Jul-14,2014,TH14_065,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,405,black,48,357,31.41,38.95,120,296,NA,320.0428,320.0428,2.505208061,-21.08,14.78,1.169674434
12-Jul-14,2014,TH14_069,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,375,black,48,327,33.47,41.02,120,300,NA,458.8397,458.8397,2.661660987,-20.77,15.17,1.180985581
12-Jul-14,2014,TH14_071,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,400,black,48,352,33.3,37.53,116,290,NA,296.1378,296.1378,2.471493846,-20.85,15.1,1.178976947
12-Jul-14,2014,TH14_072,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,445,black,48,397,34.59,38.46,111,309,NA,453.244,453.244,2.656332064,-20.94,14.93,1.174059808
15-Jul-15,2015,TH15_024,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,435,black,21,414,33.48,40.15,105,326,none,416.8964,416.8964,2.620028145,NA,NA,NA
15-Jul-15,2015,TH15_025,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,420,black,21,399,33.09,38.76,116,322,none,275.1632,275.1632,2.439590351,NA,NA,NA
15-Jul-15,2015,TH15_027,Black-legged Kittiwake,Alle alle,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,32.46,39.1,109,298,none,183.4154,183.4154,2.263435797,NA,NA,NA
15-Jul-15,2015,TH15_028,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,385,black,21,364,33.06,39.03,125,321,none,320.11275,320.11275,2.505302972,NA,NA,NA
15-Jul-15,2015,TH15_029,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,365,black,21,344,31.62,37.84,124,299,none,170.2128,170.2128,2.230992216,NA,NA,NA
15-Jul-15,2015,TH15_030,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,455,black,21,434,35.43,42.24,127,310,none,280.2129,280.2129,2.447488125,NA,NA,NA
20-Jul-15,2015,TH15_031,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,440,black,21,419,34.59,41.16,126,319,none,228.5148,228.5148,2.358914333,NA,NA,NA
20-Jul-15,2015,TH15_033,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,435,black,21,414,34.71,41.02,129,313,none,246.9209,246.9209,2.392557851,NA,NA,NA
