date,year,sample_id,species_common,species_scientific,sp_code,sp_number,location_general,age,sex_field,weight,bag,bag_weight,actual_weight,beak,tarsus,tail,wing,head,hg_raw,hg,log_hg,carbon,nitrogen,log_n,julian,mean_julian,sd_julian,julian_z,hg_mean,hg_mean_species,mean_n,sd_n,nitrogen_s,mean_c,sd_c,carbon_s,mean_hg
2023-07-09,2023,TH23_015,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,350,black,21,329,23.91,37.23,45,164,75.28,815.8,781.60334,2.911583701,-19.87,13.4,1.127104798,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,1.2952535531314642,1.2952535531314642,14.092321428571429,0.6322858705347779,-1.0949500231372775,-19.095535714285713,0.4812631850108144,-1.60923234902517,603.4365534920635
2023-07-09,2023,TH23_016,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,400,black,21,379,29.75,35.93,46,162,79.24,516.7,498.11636,2.713238462,-19.35,14.06,1.147985321,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,0.8254660032068332,0.8254660032068332,14.092321428571429,0.6322858705347779,-0.051118378691732635,-19.095535714285713,0.4812631850108144,-0.5287424711461572,603.4365534920635
2023-07-09,2023,TH23_017,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,420,black,21,399,28.04,38.06,49,178,83.69,849.95,813.97071,2.929393378,-19.37,14.61,1.164650216,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,1.3488919510917656,1.3488919510917656,14.092321428571429,0.6322858705347779,0.8187413250128862,-19.095535714285713,0.4812631850108144,-0.570299774141503,603.4365534920635
2023-07-09,2023,TH23_018,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,380,black,21,359,30.24,35.59,45,166,78.25,746.55,715.96819,2.8730589,-18.99,13.5,1.130333768,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,1.186484620225143,1.186484620225143,14.092321428571429,0.6322858705347779,-0.9367937133728016,-19.095535714285713,0.4812631850108144,0.2192889827700892,603.4365534920635
2023-07-09,2023,TH23_019,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,420,black,21,399,28.29,36,45,162,76.44,488.125,471.032975,2.688531051,-19.17,13.67,1.135768515,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,0.7805840933469324,0.7805840933469324,14.092321428571429,0.6322858705347779,-0.6679279867731918,-19.095535714285713,0.4812631850108144,-0.1547267441880377,603.4365534920635
2023-07-09,2023,TH23_020,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,370,black,21,349,26.51,38.74,45,163,77.08,437.3,422.86104,2.640779477,-19.1,12.93,1.111598525,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,0.7007547646109933,0.7007547646109933,14.092321428571429,0.6322858705347779,-1.838284679030318,-19.095535714285713,0.4812631850108144,-0.009276183704323728,603.4365534920635
2023-07-09,2023,TH23_021,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,400,black,21,379,28.24,35.01,49,166,78.02,925.75,885.81395,2.966493721,-19.38,14.28,1.154728207,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,1.4679487758469878,1.4679487758469878,14.092321428571429,0.6322858705347779,0.29682550279011377,-19.095535714285713,0.4812631850108144,-0.5910784256391722,603.4365534920635
2023-07-09,2023,TH23_022,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,380,black,21,359,25.65,34.42,47,161,73.29,394.7,382.48476,2.596267126,-19.27,14.02,1.146748014,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,0.6338442008303538,0.6338442008303538,14.092321428571429,0.6322858705347779,-0.11438090259752469,-19.095535714285713,0.4812631850108144,-0.3625132591647667,603.4365534920635
2023-07-09,2023,TH23_027,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,410,black,21,389,26.26,33.53,51,163,72.79,330.85,321.96773,2.519631139,-19.41,13.56,1.13225969,19547,17322.88888888889,1965.4365197740804,1.1316117761802669,0.5335568886849587,0.5335568886849587,14.092321428571429,0.6322858705347779,-0.841899927514115,-19.095535714285713,0.4812631850108144,-0.6534143801321947,603.4365534920635
2023-07-21,2023,TH23_058,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,420,black,21,399,28.87,34.7,50,167,79.69,486.85,469.82453,2.687395174,-19.47,13.14,1.118595365,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.7785814884450469,0.7785814884450469,14.092321428571429,0.6322858705347779,-1.506156428524916,-19.095535714285713,0.4812631850108144,-0.778086289118232,603.4365534920635
2023-07-21,2023,TH23_059,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,410,black,21,389,26.96,38.05,51,169,67.45,320.55,312.20539,2.505895781,NA,NA,NA,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.5173789824187477,0.5173789824187477,14.092321428571429,0.6322858705347779,NA,-19.095535714285713,0.4812631850108144,NA,603.4365534920635
2023-07-21,2023,TH23_060,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,455,black,21,434,26.01,34.69,48,168,73.65,483.75,466.88635,2.684620978,-19.11,13.56,1.13225969,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.7737124098600708,0.7737124098600708,14.092321428571429,0.6322858705347779,-0.841899927514115,-19.095535714285713,0.4812631850108144,-0.030054835201992935,603.4365534920635
2023-07-21,2023,TH23_061,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,420,black,21,399,28.48,37.86,44,159,76.29,449.55,434.47159,2.652778002,-19.58,12.8,1.10720997,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.7199954783742053,0.7199954783742053,14.092321428571429,0.6322858705347779,-2.0438878817241357,-19.095535714285713,0.4812631850108144,-1.0066514555926376,603.4365534920635
2023-07-21,2023,TH23_062,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,390,black,21,369,29.71,35.33,54,168,77.8,367,356.2307,2.564666064,-19.09,12.42,1.094121596,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.5903366276678252,0.5903366276678252,14.092321428571429,0.6322858705347779,-2.6448818588291476,-19.095535714285713,0.4812631850108144,0.01150246779335286,603.4365534920635
2023-07-21,2023,TH23_063,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,400,black,21,379,27.98,29.31,41,154,77.15,540.125,520.318575,2.732494279,-19.22,13.18,1.11991541,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.8622589599336284,0.8622589599336284,14.092321428571429,0.6322858705347779,-1.4428939046191267,-19.095535714285713,0.4812631850108144,-0.2586200016763985,603.4365534920635
2023-07-21,2023,TH23_064,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,410,black,21,389,24.23,32.64,46,169,78.81,548.45,528.20901,2.739137041,NA,NA,NA,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.8753347919400563,0.8753347919400563,14.092321428571429,0.6322858705347779,NA,-19.095535714285713,0.4812631850108144,NA,603.4365534920635
2023-07-21,2023,TH23_065,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,400,black,21,379,25.31,34.25,49,162,69.32,500.5,482.762,2.699404082,-20.01,13.41,1.127428778,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.8000211409240547,0.8000211409240547,14.092321428571429,0.6322858705347779,-1.0791343921608303,-19.095535714285713,0.4812631850108144,-1.900133469992598,603.4365534920635
2023-07-21,2023,TH23_066,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,370,black,21,349,29.19,35.23,48,164,74.93,630.9,606.35512,2.799960527,-19.7,14.15,1.15075644,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,1.0048365755953081,1.0048365755953081,14.092321428571429,0.6322858705347779,0.09122230009629596,-19.095535714285713,0.4812631850108144,-1.2559952735647197,603.4365534920635
2023-07-21,2023,TH23_067,Black Guillemot,Cepphus grylle,BLGU,2,Witch's Tit,adult,unknown,420,black,21,399,27.71,32.65,47,167,76.61,510.6,492.33478,2.70808081,-19.33,13.71,1.137037455,19559,17322.88888888889,1965.4365197740804,1.1377172900848216,0.8158849130880093,0.8158849130880093,14.092321428571429,0.6322858705347779,-0.60466546286739975,-19.095535714285713,0.4812631850108144,-0.48718516815080404,603.4365534920635
2010-07-04,2010,TH2010_007,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,400,black,21,379,35.81,40.84,none,310,NA,298.416,298.416,2.474822105,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.9472345491926539,0.9472345491926539,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_008,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,430,black,21,409,34.7,42.12,none,305,NA,323.368,323.368,2.509697041,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,1.026437395124022,1.026437395124022,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,31.29,37.8,none,298,NA,260.1294,260.1294,2.415189439,-20.03,14.98,1.175511813,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.8257049050344336,0.8257049050344336,14.047175572519084,0.7273220372436453,1.282546629572878,-20.612519083969467,0.5266721991924687,1.1060372749171599,315.03918459725276
2010-07-04,2010,TH2010_010,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,360,black,21,339,33.09,36.91,none,295,NA,361.0263667,361.0263667,2.557538921,-20.14,14.81,1.170555059,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,1.1459728959162252,1.1459728959162252,14.047175572519084,0.7273220372436453,1.0488124770312417,-20.612519083969467,0.5266721991924687,0.8971787094400769,315.03918459725276
2010-07-04,2010,TH2010_011,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,32.58,39.33,none,297,NA,201.92,201.92,2.305179338,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.6409361434138272,0.6409361434138272,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_012,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,32.07,40.62,none,295,NA,228.3941,228.3941,2.358684881,-19.77,14.8,1.170261715,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.7249704518248415,0.7249704518248415,14.047175572519084,0.7273220372436453,1.035063409234675,-20.612519083969467,0.5266721991924687,1.5997029751357248,315.03918459725276
2010-07-04,2010,TH2010_013,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,32.08,38.68,none,294,NA,292.549,292.549,2.466198618,-20.07,15.44,1.188647296,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.928611468995502,0.928611468995502,14.047175572519084,0.7273220372436453,1.915003748214952,-20.612519083969467,0.5266721991924687,1.0300887056527672,315.03918459725276
2010-07-04,2010,TH2010_014,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,33.56,41.34,none,289,NA,216.2328,216.2328,2.334921572,-19.9,15.57,1.192288613,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.6863679522165879,0.6863679522165879,14.047175572519084,0.7273220372436453,2.093741629570322,-20.612519083969467,0.5266721991924687,1.3528701250264457,315.03918459725276
2010-07-04,2010,TH2010_015,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,33.64,41.12,none,295,NA,265.3507,265.3507,2.423820238,-20.01,14.35,1.156851901,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.8422783989211543,0.8422783989211543,14.047175572519084,0.7273220372436453,0.41635535838916526,-20.612519083969467,0.5266721991924687,1.144011559549356,315.03918459725276
2010-07-04,2010,TH2010_016,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,390,black,21,369,33.18,37.57,none,297,NA,329.1001,329.1001,2.517328014,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,1.0446322746191803,1.0446322746191803,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_017,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,420,black,21,399,35.03,40.87,none,310,NA,281.7155,281.7155,2.449810743,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.8942236831908581,0.8942236831908581,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_018,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,31.02,39.99,none,307,NA,206.5884,206.5884,2.315105932,-20.47,14.1,1.149219113,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.6557546175219549,0.6557546175219549,14.047175572519084,0.7273220372436453,0.07262866347499398,-20.612519083969467,0.5266721991924687,0.27060301300882844,315.03918459725276
2010-07-04,2010,TH2010_019,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,400,black,21,379,34.14,40.52,none,302,NA,312.9986,312.9986,2.495542395,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.9935227593994016,0.9935227593994016,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_020,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,360,black,21,339,29.71,37.63,none,293,NA,210.2986,210.2986,2.322836382,-19.9,14.45,1.159867847,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.6675315652205185,0.6675315652205185,14.047175572519084,0.7273220372436453,0.5538460363548333,-20.612519083969467,0.5266721991924687,1.3528701250264457,315.03918459725276
2010-07-04,2010,TH2010_021,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,360,black,21,339,32.36,36.95,none,304,NA,224.3582,224.3582,2.350941947,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.7121596644773581,0.7121596644773581,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_022,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,430,black,21,409,33.73,39.67,none,320,NA,336.7569,336.7569,2.527316503,-20.02,13.97,1.145196406,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,1.0689365528624994,1.0689365528624994,14.047175572519084,0.7273220372436453,-0.10610921788037371,-20.612519083969467,0.5266721991924687,1.1250244172332613,315.03918459725276
2010-07-04,2010,TH2010_023,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,30.19,38.66,none,311,NA,317.00395,317.00395,2.501064674,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,1.0062365746827937,1.0062365746827937,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_024,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,33.69,39.39,none,308,NA,278.272,278.272,2.444469509,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.883293296850498,0.883293296850498,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_025,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,31.88,41.1,none,310,NA,226.6291,226.6291,2.355315674,-20.46,15.14,1.180125875,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.7193679741449416,0.7193679741449416,14.047175572519084,0.7273220372436453,1.5025317143179477,-20.612519083969467,0.5266721991924687,0.2895901553249232,315.03918459725276
2010-07-04,2010,TH2010_026,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,410,black,21,389,35.39,40.34,none,307,NA,330.9475,330.9475,2.519759105,-20.05,14.51,1.161667412,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,1.0504963070644195,1.0504963070644195,14.047175572519084,0.7273220372436453,0.6363404431342351,-20.612519083969467,0.5266721991924687,1.0680629902849637,315.03918459725276
2010-07-04,2010,TH2010_027,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,32.49,39.47,none,303,NA,215.123,215.123,2.332686846,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.6828452158261329,0.6828452158261329,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_028,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,30.98,40.57,none,296,NA,195.0856,195.0856,2.290225214,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.619242334090593,0.619242334090593,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_029,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,350,black,21,329,31.96,40.08,none,295,NA,216.3029,216.3029,2.335062342,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.6865904642196253,0.6865904642196253,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2010-07-04,2010,TH2010_030,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunders Island,adult,unknown,380,black,21,359,31.76,36.6,none,305,NA,194.1951,194.1951,2.288238267,NA,NA,NA,14794,16674.445054945056,1689.2726130061897,-1.1131684965866226,0.6164157015841052,0.6164157015841052,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2011-07-09,2011,TH2011_008,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,420,black,20,400,31.42,39.65,none,321,NA,423.63735,423.63735,2.626994243,-19.49,14.42,1.15896526,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,1.344713199856645,1.344713199856645,14.047175572519084,0.7273220372436453,0.5125988329651336,-20.612519083969467,0.5266721991924687,2.131342959986486,315.03918459725276
2011-07-09,2011,TH2011_009,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,405,black,20,385,35.17,39.66,none,310,NA,294.7114,294.7114,2.469396936,-19.35,14.53,1.162265614,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,0.9354753770606667,0.9354753770606667,14.047175572519084,0.7273220372436453,0.6638385787273682,-20.612519083969467,0.5266721991924687,2.39716295241186,315.03918459725276
2011-07-09,2011,TH2011_012,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,360,black,20,340,32.7,37.7,none,300,NA,342.9441,342.9441,2.535223336,-19.71,14.46,1.160168293,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,1.0885760145628265,1.0885760145628265,14.047175572519084,0.7273220372436453,0.5675951041514024,-20.612519083969467,0.5266721991924687,1.7136258290323136,315.03918459725276
2011-07-09,2011,TH2011_015,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,360,black,20,340,30.65,39.91,none,301,NA,286.52,286.52,2.457154942,-19.86,14.09,1.148910993,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,0.9094741670509597,0.9094741670509597,14.047175572519084,0.7273220372436453,0.05887959567842743,-20.612519083969467,0.5266721991924687,1.4288186942908383,315.03918459725276
2011-07-09,2011,TH2011_016,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,430,black,20,410,35.96,41.82,none,321,NA,309.9671,309.9671,2.4913156,-19.66,14,1.146128036,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,0.9839001468857377,0.9839001468857377,14.047175572519084,0.7273220372436453,-0.06486201449067404,-20.612519083969467,0.5266721991924687,1.8085615406128077,315.03918459725276
2011-07-09,2011,TH2011_019,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,470,black,20,450,36.79,41.49,none,314,NA,406.9851,406.9851,2.60957851,-19.42,14.32,1.155943018,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,1.2918554894061551,1.2918554894061551,14.047175572519084,0.7273220372436453,0.3751081549994656,-20.612519083969467,0.5266721991924687,2.2642529561991696,315.03918459725276
2011-07-09,2011,TH2011_020,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,440,black,20,420,34.37,40.92,none,440,NA,276.093,276.093,2.441055396,-19.33,15.02,1.176669933,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,0.8763766969272674,0.8763766969272674,14.047175572519084,0.7273220372436453,1.3375429007591442,-20.612519083969467,0.5266721991924687,2.4351372370440627,315.03918459725276
2011-07-09,2011,TH2011_021,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,420,black,20,400,35.07,40.79,none,316,NA,317.6063,317.6063,2.501889108,-19.72,14.38,1.157758886,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,1.0081485590626735,1.0081485590626735,14.047175572519084,0.7273220372436453,0.4576025617788674,-20.612519083969467,0.5266721991924687,1.6946386867162189,315.03918459725276
2011-07-09,2011,TH2011_024,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,380,black,20,360,31.83,37.92,none,300,NA,259.933,259.933,2.414861419,-19.82,14.19,1.151982395,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,0.8250814905209308,0.8250814905209308,14.047175572519084,0.7273220372436453,0.19637027364409546,-20.612519083969467,0.5266721991924687,1.5047672635552307,315.03918459725276
2011-07-09,2011,TH2011_026,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,445,black,20,425,36.43,40.7,none,320,NA,398.57,398.57,2.600504607,NA,NA,NA,15164,16674.445054945056,1689.2726130061897,-0.8941393137588985,1.265144208995885,1.265144208995885,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2011-07-16,2011,TH2011_033,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black,20,380,32.86,37.24,none,311,NA,300.2061,300.2061,2.477419513,-20.39,13.77,1.13893394,15171,16674.445054945056,1689.2726130061897,-0.8899955184081038,0.9529166995013162,0.9529166995013162,14.047175572519084,0.7273220372436453,-0.38109057381171224,-20.612519083969467,0.5266721991924687,0.4225001515376135,315.03918459725276
2011-07-16,2011,TH2011_035,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,400,black,20,380,32.71,39.32,none,303,NA,193.1127,193.1127,2.285810836,-20.29,13.4,1.127104798,15171,16674.445054945056,1689.2726130061897,-0.8899955184081038,0.6129799385015422,0.6129799385015422,14.047175572519084,0.7273220372436453,-0.8898060822846846,-20.612519083969467,0.5266721991924687,0.6123715746986016,315.03918459725276
2011-07-27,2011,TH2011_150,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,365,black,20,345,32.14,39.87,NA,296,NA,208.0407,208.0407,2.318148306,-21.1,13.22,1.121231455,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.6603645202610589,0.6603645202610589,14.047175572519084,0.7273220372436453,-1.1372893026228876,-20.612519083969467,0.5266721991924687,-0.9255869529053843,315.03918459725276
2011-07-27,2011,TH2011_151,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,370,black,20,350,30.35,38.81,NA,306,NA,188.845,188.845,2.276105491,-20.29,14.41,1.158663981,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.5994333696661263,0.5994333696661263,14.047175572519084,0.7273220372436453,0.49884976516856705,-20.612519083969467,0.5266721991924687,0.6123715746986016,315.03918459725276
2011-07-27,2011,TH2011_152,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,420,black,20,400,34.18,41.19,NA,316,NA,280.3648,280.3648,2.447723487,NA,NA,NA,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.8899362800167839,0.8899362800167839,14.047175572519084,0.7273220372436453,NA,-20.612519083969467,0.5266721991924687,NA,315.03918459725276
2011-07-27,2011,TH2011_153,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,430,black,20,410,34.34,41.42,NA,305,NA,287.5663,287.5663,2.45873799,-20.51,13.77,1.13893394,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.912795341213271,0.912795341213271,14.047175572519084,0.7273220372436453,-0.38109057381171224,-20.612519083969467,0.5266721991924687,0.19465444374442917,315.03918459725276
2011-07-27,2011,TH2011_154,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,330,black,20,310,33.19,39.19,NA,291,NA,236.7973,236.7973,2.374376746,-20.34,14.79,1.169968174,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.7516439591561366,0.7516439591561366,14.047175572519084,0.7273220372436453,1.021314341438106,-20.612519083969467,0.5266721991924687,0.5174358631181075,315.03918459725276
2011-07-27,2011,TH2011_155,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,450,black,20,430,35.27,40.85,NA,326,NA,299.31525,299.31525,2.476128845,-20.39,14.73,1.168202747,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.9500889560219175,0.9500889560219175,14.047175572519084,0.7273220372436453,0.9388199346587067,-20.612519083969467,0.5266721991924687,0.4225001515376135,315.03918459725276
2011-07-27,2011,TH2011_156,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,460,black,20,440,33.96,39.58,NA,307,NA,302.0007,302.0007,2.48000795,-20.35,14.26,1.154119526,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.9586131337474061,0.9586131337474061,14.047175572519084,0.7273220372436453,0.2926137482200638,-20.612519083969467,0.5266721991924687,0.49844872080200603,315.03918459725276
2011-07-27,2011,TH2011_157,Black-legged Kittiwake,Rissa tridactyla,BLKI,3,Saunder's Island,adult,unknown,350,black,20,330,31.52,39.43,NA,301,NA,219.714,219.714,2.341857731,-20.53,14.03,1.147057671,15182,16674.445054945056,1689.2726130061897,-0.8834838399997119,0.6974180062105073,0.6974180062105073,14.047175572519084,0.7273220372436453,-0.023614811100974364,-20.612519083969467,0.5266721991924687,0.1566801591122329,315.03918459725276
